,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,https://servicodados.ibge.gov.br/api/docs/localidades?utm_source=,,,,,,,,,,,,,,,,,,
"nov. 11, 2022",In Progress,FLO110221D,Bruna,Gonçalves,Entidades denunciam desmonte da proteção ambiental em Porto Alegre,Sul 21,"fev. 11, 2021",Sul ; Rio Grande do Sul ; Porto Alegre; 4314902,Ação/prática comunicativa ; Carta Pública de denúncia,,,,Pampa,Data inicial: 11/02/2021 Data final: 11/02/2021,"Outros
Movimento Ambientalista
Movimento de Mulheres",Movimento popular,Outros,"Movimento de Justiça e Direitos Humanos; Movimento de Luta nos Bairros, Vilas e Favelas – MLB; Movimento de Mulheres Olga Benário; Movimento Preserva Arroio Espírito Santo; Movimento Preserva Belém Novo; Movimento Preserva Zona Sul – Porto Alegre; Movimento Roessler para a Defesa Ambiental; Sítio Verde Viver; União Pela Vida – UPV; União Pedritense de Proteção ao Ambiente Natural – UPPAN; União Protetora do Ambiente Natural – UPAN; Coletivo Ambiente Crítico; Grupo Ecológico Sentinela dos Pampas (GESP); Assembleia Permanente de Entidades em Defesa do Meio Ambiente – APEDEMA-RS; Associação Gaúcha de Proteção ao Ambiente Natural – AGAPAN; Associação de Amigos de Meio Ambiente – AMA; Associação Ijuiense de Proteção ao Ambiente Natural – AIPAN; Centro de Estudos Ambientais – CEA; Coletivo Alicerce; ",,"Estado
ONG
Outros",OSCIP,Outros,DAIB/UFRGS – Diretório Acadêmico do Instituto de Biociências – UFRGS; Instituto Econsciência; Instituto Gaúcho de Estudos Ambientais- InGá; Instituto Mira-Serra; Instituto Orbis de Proteção e Conservação da Natureza,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Gestão ambiental; Políticas públicas; Responsabilidade ambiental,
"nov. 11, 2022",In Progress,FLO231121B,Maria Luiza,Araújo Lopes,"Após ataque de PM, Ministério Público, Polícia Federal e Funai são convocados para reunião na comunidade indígena Tabatinga, em Roraima (2)",CIMI,"nov. 23, 2021",Norte ; Roraima ; Normandia; 1400407,Ação paraestatal ; Vigilância,,,,Amazônia,,Movimento Indígena,,Outros,A SODIURR; Etnia Macuxi; Etnia Wapichana; Etnia Ingarikó; Etnia Patamona; Etnia Sapará; Etnia Taurepang; Etnia Wai-Wai; Etnia Yanomami; Etnia Yekuana; Etnia Pirititi,,NI,,NI,,"14; Vida na Água
15; Vida Terrestre",Ataque; PM; Postos de Vigilância,
"nov. 11, 2022",In Progress,FLO231121A,Maria Luiza,Araújo Lopes,"Após ataque de PM, Ministério Público, Polícia Federal e Funai são convocados para reunião na comunidade indígena Tabatinga, em Roraima",CIMI,"nov. 11, 2021",Norte ; Roraima ; Normandia; 1400407,Ação/prática comunicativa ; Entrevista concedida,,,,Amazônia,Data inicial: 17/11/2021 Data final: 17/11/2021,Movimento Indígena,,Outros,Lideranças Tabatinga; Conselho Indígena de Roraima,,NI,,NI,,15; Vida Terrestre,Truculência da PM; Invasão Criminosa; Vigilância ,
"nov. 11, 2022",In Progress,FLO110221C,Bruna,Gonçalves,Indígenas Waimiri Atroari iniciam entrega de Plano Ambiental (2),Folha BV,"fev. 11, 2021",Norte ; Roraima ; São João da Baliza; 1400506,,Ações paraestatais,Produção e distribuição do Plano Básico Ambiental-Componente Indígena (PBA-CI),,Amazônia,undefined,Movimento estudantil,,Outros,Povo Waimiri Atroari,,Estado,,Fundação Nacional do índio (FUNAI),,"9; Indústria, Inovação e Infraestrutura
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre",Linhão de Roraima; Prevenção a covid-19; Terra Indígena Waimiri Atroari ,
"nov. 11, 2022",In Progress,FLO110221B,Bruna,Gonçalves,Indígenas Waimiri Atroari iniciam entrega de Plano Ambiental,Folha BV,"fev. 11, 2021",Norte ; Amazonas ; Novo Airão; 1303205,,Ações paraestatais,Produção e distribuição do Plano Básico Ambiental-Componente Indígena (PBA-CI),,Amazônia,Data inicial: 03/02/2021 Data final: 18/02/2021,Movimento Indígena,,Outros,Povo Waimiri Atroari,,Estado,,Fundação Nacional do índio (FUNAI),,"9; Indústria, Inovação e Infraestrutura
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre",Linhão de Roraima; Prevenção a covid-19; Terra Indígena Waimiri Atroari ,
"nov. 11, 2022",In Progress,FLO100221B,Bruna,Gonçalves,Entidade ambientalista gaúcha rejeita vaga no Conama e critica forma de escolha,Brasil de Fato,"fev. 10, 2021",Sul ; Rio Grande do Sul ; Porto Alegre; 4314902,Ação/prática comunicativa ; Carta Pública de denúncia online,,,sim,Pampa,undefined,Movimento Ambientalista,,Outros,Associação Gaúcha de Proteção ao Ambiente Natural (Agapan),,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Gestão ambiental; Bem viver; Responsabilidade ambiental,
"nov. 11, 2022",In Progress,FLO090221A,Bruna,Gonçalves,Indígenas Juruna vivem em risco por megaempreendimentos na Amazônia,Brasil de Fato,"fev. 9, 2021",Norte ; Pará ; Senador José Porfírio; 1507805,Ação/prática comunicativa ; Entrevista concedida,,,sim,Amazônia,undefined,Movimento Indígena,,Outros,Povo Juruna,,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre",Demarcação; Belo Sun; Belo Monte; Impactos socioambientais,
"nov. 10, 2022",In Progress,FLO271121D,Maria Luiza,Araújo Lopes,Orgulho e resistência: Quilombolas do Ceará lutam por titularidade de terras,Brasil de Fato,"nov. 27, 2021",Nordeste ; Ceará ; Crato; 2304202,,Ação/Prática Comunicativa,Entrevista Concedida,,Caatinga,,Movimento Quilombola,,Outros,Verônica Neuma das Neves Carvalho; Martír Silva; João Luís Nascimento; Renato Baiano,,NI,,NI,,10; Redução das Desigualdades,Regularização de Terras; Ancestralidade; Resistência,
"nov. 10, 2022",In Progress,FLO261121D,Maria Luiza,Araújo Lopes,Mais de 100 famílias que moram há 24 anos em assentamento podem ser despejadas,AF Notícias,"nov. 26, 2021",Norte ; Tocantins ; Formoso do Araguaia; 1708205,,Ação/Prática Comunicativa,Entrevista Concedida,,Cerrado,,Outros,,Outros,Paulo Mendes da Silva; Luzineide Pinheiro da Silva,,NI,,NI,,10; Redução das Desigualdades,Projeto de Assentamento Caracol; Incra; TI Taego Awã,
"nov. 10, 2022",In Progress,FLO121121G,Maria Luiza,Araújo Lopes,Moradores tentam barrar concessão de parque que abriga maior porção de Mata Atlântica do país (2),Brasil de Fato,"nov. 22, 2021",Sudeste ; São Paulo ; Apiaí; 3502705,,Ação/Prática Comunicativa,Petição-Online,,Mata Atlântica,,Outros,,Outros,Petar Sem Concessão,,NI,,NI,,"14; Vida na Água
15; Vida Terrestre",Parque Estadual Turístico do Alto Ribeira (Petar); Impactos Socioambientais; Turismo,
"nov. 10, 2022",In Progress,FLO221121F,Maria Luiza,Araújo Lopes,Moradores tentam barrar concessão de parque que abriga maior porção de Mata Atlântica do país,Brasil de Fato,"nov. 22, 2021",Sudeste ; São Paulo ; Apiaí; 3502705,Não categorizado,Ação/Prática Comunicativa,Carta com Assinaturas de Apoio,,Mata Atlântica,,Outros,,Outros,Petar Sem Concessão,,Estado,,Outros,Deputado Estadual Caio França (PSB-SP),15; Vida Terrestre,Parque Estadual Turístico do Alto Ribeira (Petar); Impactos Socioambientais; Turismo,
"nov. 10, 2022",In Progress,FLO181121G,Maria Luiza,Araújo Lopes,Atingidos por barragens alegam que juiz federal prejudica vítimas da tragédia de Mariana,G1,"nov. 18, 2021",Sudeste ; Minas Gerais ; Belo Horizonte; 3106200,,Ocupação,Ocupação de Espaço Publico,,Mata Atlântica,,Movimento de Atingidos,,Movimento dos Atingidos por Barragens (MAB),,,NI,,NI,,"10; Redução das Desigualdades
12; Consumo e Produção Responsáveis
14; Vida na Água",Justiça Federal; Samarco; Conflito Jurídico ,
"nov. 10, 2022",In Progress,FLO171121H,Maria Luiza,Araújo Lopes,Tupinambá e o grito ancestral pela defesa da Amazônia (2),Jornalistas Livres,"nov. 17, 2021",Norte ; Pará ; Santarém; 1506807,,Ação/Prática Comunicativa,Entrevista Concedida,,Amazônia,,Movimento Indígena,,Outros,Raquel Tupinambá,,NI,,NI,,"14; Vida na Água
15; Vida Terrestre",Retomada Cultural; Pau da Letra; Cabanagem,
"nov. 10, 2022",In Progress,FLO171121G,Maria Luiza,Araújo Lopes,Tupinambá e o grito ancestral pela defesa da Amazônia,Jornalistas Livres,"nov. 17, 2021",Norte ; Pará ; Santarém; 1506807,Ritual ; Ritual Indígena,,,,Amazônia,,Movimento Indígena,,Outros,Povo Tupinambá; Borari; Kumaruara,,NI,,NI,,"14; Vida na Água
15; Vida Terrestre",Ancestralidade; Gestão de Território; Pau da Letra,
"nov. 10, 2022",In Progress,FLO100221A,Bruna,Gonçalves,Indígenas criam enfermaria de campanha para atender pacientes com Covid-19 em Manaus,Folha de São Paulo,"fev. 10, 2021",Norte ; Amazonas ; Manaus; 1302603,Ação paraestatal ; Medida Auto Organizativa de Medicina Tradicional,,,,,,"Outros
Movimento Indígena",,Outros,Vanda Witoto; Moradores do Parque das Tribos; Voluntários,,NI,,NI,,"3; Saúde e Bem-Estar
10; Redução das Desigualdades",Vulnerabilidade; Saneamento básico; Saúde indígena,
"nov. 10, 2022",In Progress,FLO150221B,Bruna,Gonçalves,Expedição vence negacionismo e vacina indígenas em aldeias transamazônicas,UOL,"fev. 15, 2021",Estadual ; Amazonas,,Deslocamento coletivo,Expedição,,Amazônia,Data inicial: 26/02/2021 Data final: 28/02/2021,Movimento Indígena,,Outros,Organização dos povos indígenas do Alto Madeira (Opiam),,Estado,,"Distrito Sanitário Especial Indígena (Dsei)
Fundação Nacional do índio (FUNAI)","Fiocruz (Fundação Oswaldo Cruz) Rondônia, Casa de Saúde Indígena, Secretaria Municipal de Saúde de Humaitá-AM","3; Saúde e Bem-Estar
11; Cidades e Comunidades Sustentáveis",Covid-19; Fake News; Saúde indígena,
"nov. 10, 2022",In Progress,FLO110221A,Bruna,Gonçalves,Latifundiários plantam soja dentro de terra indígena no Pará,Causa Operária,"fev. 11, 2021",Norte ; Pará ; Santarém; 1506807,,Ação/Prática comunicativa,Vídeo de denúncia,sim,Amazônia,Data inicial: 04/01/2021 Data final: 04/01/2021,Movimento Indígena,,"Outros
Povo Munduruku",Cacique Manoel Mundukuru ,,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",aldeia Açaizal; Desmatamento; Empresário Ivo Luiz Ruaro; Soja,
"nov. 10, 2022",In Progress,FLO171121F,Maria Luiza,Araújo Lopes,Mãe e filho quebradores de coco morrem esmagados por palmeira derrubada por trator,ANDES,"nov. 17, 2021",Nordeste ; Maranhão ; Penalva; 2108306,Ação/prática comunicativa ; Nota de pesar,,,,Amazônia,,Outros,,Outros,Movimento Interestadual das Quebradeiras de Coco Babaçu,,NI,,NI,,"12; Consumo e Produção Responsáveis
15; Vida Terrestre",Coco Babaçu; MPF; Judiciário,
"nov. 10, 2022",In Progress,FLO251121A,Maria Luiza,Araújo Lopes,"Peço até ajuda de garimpeiro, diz representante yanomami sobre surto no RR",UOL,"nov. 25, 2021",Norte ; Roraima ; Alto Alegre; 1400050,,Ação/Prática Comunicativa,Entrevista Concedida,,Amazônia,,Movimento Indígena,,Povo Yanomami,"Conselho Distrital de Saúde Indígena Yanomami e Ye'kuana (Condisi-YY); Júnior Hekurari Yanomami,",,NI,,NI,,"3; Saúde e Bem-Estar
14; Vida na Água
15; Vida Terrestre",Garimpo; Malária; Invasores,
"nov. 10, 2022",In Progress,FLO150221A,Bruna,Gonçalves,Protesto contra a lei do garimpo acontece em Roraima,Causa Operária,"fev. 15, 2021",Norte ; Roraima ; Boa Vista; 1400100,,Ocupação de espaço público ou privado,Ocupação de espaço público,,Amazônia,Data inicial: 13/02/2021 Data final: 13/02/2021,Movimento Indígena,,Outros,Movimento pela vida,,NI,,NI,,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Mineração; Contaminação de terras indígenas; Mercúrio,
"nov. 10, 2022",In Progress,FLO160221C,Bruna,Gonçalves,Conselho Indigenista denuncia lei sobre licenciamento ambiental do garimpo em RO,Dom Total,"fev. 16, 2021",Estadual ; Roraima,Ação/prática comunicativa ; Nota de repúdio,,,,Amazônia,undefined,Outros,Movimento indigenista,Outros,Conselho Indigenista Missionário (CIMI) - Regional Norte I,,NI,,NI,,"11; Cidades e Comunidades Sustentáveis
14; Vida na Água
15; Vida Terrestre",Mineração; Contaminação de terras indígenas; Mercúrio,
"nov. 10, 2022",In Progress,FLO160221B,Bruna,Gonçalves,"Com a chegada da vacina, populações indígenas enfrentam desafios na pandemia",CNN Brasil,"fev. 16, 2021",Sudeste ; São Paulo ; Guarulhos; 3518800,Ação/prática comunicativa ; Entrevista concedida,,,sim,,,Movimento Indígena,,Outros,Vanuzia Kaimbé,,NI,,NI,,3; Saúde e Bem-Estar,Saúde indígena; Fake news; Mortalidade indígena,
"nov. 10, 2022",In Progress,FLO161121B,Maria Luiza,Araújo Lopes,Reserva de Dourados enfrenta surto de covid-19,Brasil de Fato,"nov. 16, 2021",Centro-oeste ; Mato Grosso do Sul ; Dourados; 5003702,,Ação/Prática Comunicativa,Entrevista Concedida,,,,Movimento Indígena,,Outros,Fernando Terena; Cristiane Machado da Silva Terena;,,NI,,NI,,3; Saúde e Bem-Estar,Covid-19; Escolas; Surto,
"nov. 10, 2022",In Progress,FLO171121E,Maria Luiza,Araújo Lopes,Incansáveis guardiãs da (ainda) maior reserva de araucárias do mundo,o eco,"nov. 17, 2021",Sul ; Paraná ; Chopinzinho; 4105409,,Ação/Prática Comunicativa,Entrevista Concedida,,Mata Atlântica,,Movimento Indígena,,Outros,Kaingang Jociele Luiz; Derci Alves; Carla Carneiro; Roseli Carneiro Cipriano,,NI,,NI,,"12; Consumo e Produção Responsáveis
15; Vida Terrestre",TI Mangueirinha; Exploração de Madeira; Mata Preta,
"nov. 10, 2022",In Progress,FLO121121B,Maria Luiza,Araújo Lopes,Cacica Juma Xipaya: Não adianta dar dinheiro à causa indígena e se eximir da responsabilidade climática,O GLOBO,"nov. 12, 2021",Internacional,,Ação/Prática Comunicativa,Discurso em Conferência,,,,Movimento Indígena,,Outros,Cacica Juma Xipaya,,Outros,,Outros,Nações Unidas,"12; Consumo e Produção Responsáveis
14; Vida na Água
15; Vida Terrestre",Glasgow; Degradação; Belo Sun,
"nov. 10, 2022",In Progress,FLO101121B,Maria Luiza,Araújo Lopes,"“O Brasil é um país que mata seu povo à bala ou de fome”, diz militante quilombola na França",Carta Capital,"nov. 10, 2021",Internacional,,Ação/Prática Comunicativa,Entrevista Concedida,,,,Movimento Quilombola,,Outros,Eliete Paraguassu da Conceição; Katia Penha,,Outros,,Outros,RFI Brasil,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",Biodiversidade; Povos Originários; Agrotóxicos,
"nov. 10, 2022",In Progress,FLO190221C,Bruna,Gonçalves,"As mulheres Munduruku estão envenenadas por mercúrio e temos provas’, denuncia líder indígena",Repórter Brasil,"fev. 19, 2021",Norte ; Pará ; Jacareacanga; 1503754,,Ação/Prática comunicativa,Entrevista Concedida,sim,Amazônia,undefined,Movimento Indígena,,"Outros
Povo Munduruku",Movimento Munduruku Ipere? Ay?; Associação de Mulheres Wakoborun; Associação Indígena Pariri; (Alessandra Korap; Kabaiwun Munduruku),,NI,,NI,,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Garimpo; Saúde indígena; Contaminação,
"nov. 10, 2022",In Progress,FLO071121C,Maria Luiza,Araújo Lopes,Povos indígenas ocupam a COP 26 de forma inédita e reforçam que compromissos firmados precisam se transformar em ação (3)),Jornal Dia Dia,"nov. 7, 2021",Internacional,,Ação/Prática Comunicativa,Entrevista Concedida,,,,Movimento Indígena,,Outros,Samela Sateré Mawé,,NI,,NI,,"12; Consumo e Produção Responsáveis
15; Vida Terrestre",Defensores da Floresta; Mudança Climática; Demarcação,
"nov. 10, 2022",In Progress,FLO071121B,Maria Luiza,Araújo Lopes,Povos indígenas ocupam a COP 26 de forma inédita e reforçam que compromissos firmados precisam se transformar em ação (2),Jornal Dia Dia,"nov. 7, 2021",Internacional,,Ação/Prática Comunicativa,Entrevista Concedida,,,,Movimento Indígena,,Outros,Uma Concertação para a Amazônia; Roberto Waack,,NI,,NI,,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",Vozes Indígenas; Biodiversidade; Mudanças Climáticas,
"nov. 10, 2022",In Progress,FLO071121A,Maria Luiza,Araújo Lopes,Povos indígenas ocupam a COP 26 de forma inédita e reforçam que compromissos firmados precisam se transformar em ação,Jornal Dia Dia,"nov. 7, 2021",Internacional,,Ação/Prática Comunicativa,Discurso em Conferência,,,Data inicial: 01/11/2021 Data final: 01/11/2021,Movimento Indígena,,Outros,Txai Suruí,,Outros,,Outros,Nações Unidas,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",Desmatamento; Conferência do Clima; Luta Indígena,
"nov. 10, 2022",In Progress,FLO091121B,Maria Luiza,Araújo Lopes,"Jovem indígena surpreende Kátia Abreu com pedido contra 'PL da Boiada' , do qual ela é relatora, na COP26: 'Nada faremos contra a Amazônia'",O GLOBO,"nov. 5, 2021",Internacional,,Ação/Prática Comunicativa,Ação Contra Projeto de Lei,,,Data inicial: 09/11/2021 Data final: 09/11/2021,Outros,,Outros,Coletivo Engajamundo,,"Estado
Outros",,Outros,Senadora Kátia Abreu (PP-TO),"12; Consumo e Produção Responsáveis
15; Vida Terrestre",PL da Boiada; Lei 2.159/202; Desmatamento,
"nov. 10, 2022",In Progress,FLO051121H,Maria Luiza,Araújo Lopes,"Representante dos Yanomami, David Kopenawa diz em Paris que já é tarde para conter mudanças climáticas (4)",UOL,"nov. 5, 2021",Internacional,,Encontro,Reunião ,,,Data inicial: 04/11/2021 Data final: 04/11/2021,Movimento Indígena,,"Outros
Povo Yanomami",Davi Kopenawa; Dário Kopenawa,,"Fundação
ONG",,Outros,Fundação Frans Krajcberg; Survival International,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Garimpo Ilegal; Violência; Desmatamento,
"nov. 10, 2022",In Progress,FLO051121G,Maria Luiza,Araújo Lopes,"Representante dos Yanomami, David Kopenawa diz em Paris que já é tarde para conter mudanças climáticas (3)",UOL,"nov. 5, 2021",Internacional,Ação/prática comunicativa ; Carta Pública de denúncia,,,,,Data inicial: 04/11/2021 Data final: 04/11/2021,Movimento Indígena,,"Outros
Povo Yanomami",Dário Kopenawa; Davi Kopenawa,,"Partido
Outros",,Outros, Partido da Esquerda Europeia (PGE); Pierre Laurent,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Garimpo Ilegal; Violência; Desmatamento,
